phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
baseline,https://typescript.robertdevore.com/lessons/testing/,content/lessons/23-testing.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/testing/,200,Runtime tests & type tests · TypeScript Course,46,"Test runtime behavior, inferred types, rejected inputs, and integrations.",73,Runtime tests & type tests,"[[""h1"", ""Runtime tests & type tests""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",745,en,,,,False,,58,72,4,0,0,0,0,0,2,False,True,False,False,5274ebfa0fc01586009b39f58054f0a4cb7ba70942c8a15240a5caa00e805332,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,content/lessons/04-objects-arrays-tuples.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,200,"Objects, arrays & tuples · TypeScript Course",44,"Describe objects and collections, and understand how mutation affects them.",75,"Objects, arrays & tuples","[[""h1"", ""Objects, arrays & tuples""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",787,en,,,,False,,58,72,4,0,0,0,0,0,2,False,True,False,False,548ccbb502029be262f005d4c5bc0a6bf5526cbf318dc3f7a7eb9fc33ba0dc3b,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/architecture/,content/lessons/34-architecture.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/architecture/,200,Architecture for large TypeScript systems · TypeScript Course,61,"Separate domain rules, application services, and adapters with clear dependencies.",82,Architecture for large TypeScript systems,"[[""h1"", ""Architecture for large TypeScript systems""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",838,en,,,,False,,58,72,4,0,0,0,0,0,2,False,True,False,False,648d945cbc8484c49c72c8e3dc696b7d82e90d7dbb28feba45cb506101d99564,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,content/lessons/33-runtime-safety.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/runtime-safety/,200,Type safety versus runtime safety · TypeScript Course,53,Learn where static checks fall short and which runtime checks you still need.,77,Type safety versus runtime safety,"[[""h1"", ""Type safety versus runtime safety""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",696,en,,,,False,,58,72,5,0,0,0,0,0,2,False,True,False,False,e3472366c9854a3cf8f33d7943e6576214aea6036b8111ff1e697f4c8557c5e7,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,content/lessons/08-structural-typing.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/structural-typing/,200,Structural typing & assignability · TypeScript Course,53,Understand why object types are compatible and when excess property checks apply.,81,Structural typing & assignability,"[[""h1"", ""Structural typing & assignability""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",737,en,,,,False,,60,72,4,0,0,0,0,0,1,False,True,False,False,f61db76be4ee267ad4af831c108c897e6d7f0e74707a28862e99d33a666fb6c4,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/node-application/,content/lessons/25-node-application.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/node-application/,200,Building a Node.js application · TypeScript Course,50,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",81,Building a Node.js application,"[[""h1"", ""Building a Node.js application""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and Node reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Classes at an adapter boundary""], [""h2"", ""Application lab""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",924,en,,,,False,,60,75,5,0,0,0,0,0,2,False,True,False,False,222ef0dbcfc69bf80918e2e14080b7f981f0f3641f791d796178b58c8e6d607b,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,content/lessons/16-exhaustiveness.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/exhaustiveness/,200,Discriminated unions & exhaustiveness · TypeScript Course,57,Describe valid states and catch missing cases when they change.,63,Discriminated unions & exhaustiveness,"[[""h1"", ""Discriminated unions & exhaustiveness""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",734,en,,,,False,,57,72,3,0,0,0,0,0,2,False,True,False,False,27375e678ecea15290c3a4fd4793add8413016cb1ed7f112b15b0999d0c6dbd0,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/functions/,content/lessons/03-functions.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/functions/,200,Functions & callbacks · TypeScript Course,41,Write functions and callbacks with clear inputs and return types.,65,Functions & callbacks,"[[""h1"", ""Functions & callbacks""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",885,en,,,,False,,57,73,4,0,0,0,0,0,2,False,True,False,False,15d43710452873e75093ac8e8d683328bd486f2870168ff3205869fb217279b8,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,content/lessons/07-errors-and-null.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/errors-and-null/,200,Errors & nullable values · TypeScript Course,44,Handle missing values and errors with exceptions and result types.,66,Errors & nullable values,"[[""h1"", ""Errors & nullable values""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",783,en,,,,False,,57,73,4,0,0,0,0,0,2,False,True,False,False,03b9f39aa560d79354bf3756b9494c100b4074945856c45fdf15976d55b7e271,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/narrowing/,content/lessons/05-narrowing.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/narrowing/,200,"Unions, literals & narrowing · TypeScript Course",48,Use runtime evidence and control flow to make union types useful.,65,"Unions, literals & narrowing","[[""h1"", ""Unions, literals & narrowing""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",881,en,,,,False,,58,73,4,0,0,0,0,0,2,False,True,False,False,fd8bc69a6fe5f8ef7b13afe86febfc166c4575b62e27c9cf2142a4666815be56,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,content/lessons/32-advanced-design.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/advanced-design/,200,Practical advanced types · TypeScript Course,44,"Use brands, builders, recursion, and type-state when they make an API easier to use.",84,Practical advanced types,"[[""h1"", ""Practical advanced types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality: classes and prototypes""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",867,en,,,,False,,60,72,5,0,0,0,0,0,1,False,True,False,False,af5778a56f67178b7d70d8ea7bc3cfbc5adfa811dc11f095a37819c2a09bf790,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/performance/,content/lessons/30-performance.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/performance/,200,Compiler & editor performance · TypeScript Course,49,Find what slows the compiler or editor before changing your types.,66,Compiler & editor performance,"[[""h1"", ""Compiler & editor performance""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Measurement lab""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",745,en,,,,False,,59,73,4,0,0,0,0,0,2,False,True,False,False,68f6066256e83e785e698779d419511f07ceb37e53dac7f89a64950f725f8e76,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/modules/,content/lessons/19-modules.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/modules/,200,"ESM, CommonJS & module resolution · TypeScript Course",53,Follow an import from TypeScript source to the code your runtime loads.,71,"ESM, CommonJS & module resolution","[[""h1"", ""ESM, CommonJS & module resolution""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Package map exercise""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",846,en,,,,False,,58,72,5,0,0,0,0,0,2,False,True,False,False,1961c5b55bfb7f326b805a4c7e6734246103fd9c2b45f27d7295d513cf267aef,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,content/lessons/12-keyof-typeof-indexed-access.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,200,"keyof, typeof & indexed access · TypeScript Course",50,Keep property names and their values connected in reusable APIs.,64,"keyof, typeof & indexed access","[[""h1"", ""keyof, typeof & indexed access""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",761,en,,,,False,,58,73,5,0,0,0,0,0,2,False,True,False,False,ed4024289a01a70dbbf9c37d245e4917cf29222704bdc58d3376ad65e2a604b1,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,content/lessons/24-static-analysis.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/static-analysis/,200,"Linting, formatting & static analysis · TypeScript Course",57,"Understand what the compiler, linter, formatter, and tests each check.",70,"Linting, formatting & static analysis","[[""h1"", ""Linting, formatting & static analysis""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""A small workflow""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",719,en,,,,False,,58,73,5,0,0,0,0,0,2,False,True,False,False,5e48f47f274f989a01509e97d7009b64944ebaaece86ca38ad2b38f649c52c6e,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,content/lessons/14-conditional-types.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/conditional-types/,200,Conditional types & infer · TypeScript Course,45,"Use conditional types and infer, and learn when unions distribute.",66,Conditional types & infer,"[[""h1"", ""Conditional types & infer""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",802,en,,,,False,,58,72,4,0,0,0,0,0,2,False,True,False,False,b48f5cb86954d3429e70b78fe6d6734ef2161accc076424c9616e17aea0c9e53,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,content/lessons/09-any-unknown-never-void.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,200,"any, unknown, never & void · TypeScript Course",46,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",101,"any, unknown, never & void","[[""h1"", ""any, unknown, never & void""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",762,en,,,,False,,57,72,4,0,0,0,0,0,2,False,True,False,False,33064e16eb939f1b3a5f140d57618a6f3ed7c0ad542b29fba6d1cba34dc1612f,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/reference/,scripts/build.mjs,reference,200,200,True,,https://typescript.robertdevore.com/reference/,200,TypeScript reference · TypeScript Course,40,"Find TypeScript concepts, common errors, and the lesson that explains them.",75,TypeScript reference,"[[""h1"", ""TypeScript reference""], [""h2"", ""Runtime versus static contracts""], [""h2"", ""Inference and modeling""], [""h2"", ""Applications and libraries""], [""h2"", ""Error-oriented index""]]",386,en,,,,False,,101,62,2,0,0,0,0,0,1,False,True,False,False,dae52dd2cc538408fed2f743671831a1a7f4e921fccd0dacce1f39ffb08b94a8,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/404/,scripts/build.mjs,404,404,200,False,"noindex,follow",https://typescript.robertdevore.com/404/,200,Page not found · TypeScript Course,34,Return to the TypeScript course learning path.,46,Page not found.,"[[""h1"", ""Page not found.""]]",18,en,,,,False,,1,19,2,1,0,0,0,0,,True,False,False,False,9735a21c6ef67bd2666697a745842d353d5c6ab1df9d3dc2d5cfdc8bd8e58c97,
