phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action,author,breadcrumbs,broken_external_links,broken_internal_links,canonical,canonical_target_status,content_hash,description_length,duplicate_description,duplicate_title,external_outbound_links,image_count,indexable,internal_inbound_links,internal_outbound_links,issues,lang,local_status,meta_description,missing_alt,missing_dimensions,orphan,page_depth,production_status,robots_directives,schema_types,sitemap_included,title,title_length
baseline,https://typescript.robertdevore.com/lessons/runtime-validation/,content/lessons/20-runtime-validation.md,lessons,Parse external data before using it as a trusted application value.,learn and practice,developers with basic programming familiarity,Runtime validation & trusted boundaries,Runtime validation & trusted boundaries,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Runtime validation & trusted boundaries,"[[""h1"", ""Runtime validation & trusted boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",807,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/runtime-validation/,200,5bdf695b488dc9b866376f4d4bf818c76e8a69936c3077b28f5dab94c2683c02,67,False,False,4,0,True,59,72,"no structured data (opportunity, not search requirement)",en,200,Parse external data before using it as a trusted application value.,0,0,False,1,200,,,True,Runtime validation & trusted boundaries · TypeScript Course,59
baseline,https://typescript.robertdevore.com/lessons/library-design/,content/lessons/26-library-design.md,lessons,"Build APIs with useful inference, clear diagnostics, and stable behavior.",learn and practice,developers with basic programming familiarity,Designing library APIs,Designing library APIs,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,Designing library APIs,"[[""h1"", ""Designing library APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",746,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/library-design/,200,8c355f3e932974398bc9db343f31754fbed5fd77d4a140b30a1c89744ff5a9bc,73,False,False,4,0,True,59,73,"no structured data (opportunity, not search requirement)",en,200,"Build APIs with useful inference, clear diagnostics, and stable behavior.",0,0,False,1,200,,,True,Designing library APIs · TypeScript Course,42
baseline,https://typescript.robertdevore.com/lessons/template-literal-types/,content/lessons/15-template-literal-types.md,lessons,Define event names and route patterns with string literal types.,learn and practice,developers with basic programming familiarity,Template literal types,Template literal types,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Template literal types,"[[""h1"", ""Template literal types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",678,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/template-literal-types/,200,068f38b950e195d5042ebb30ff5c4d68443b5467356eb0426023a8fe91989bad,64,False,False,3,0,True,57,72,"no structured data (opportunity, not search requirement)",en,200,Define event names and route patterns with string literal types.,0,0,False,2,200,,,True,Template literal types · TypeScript Course,42
baseline,https://typescript.robertdevore.com/lessons/tsconfig/,content/lessons/18-tsconfig.md,lessons,"Choose compiler settings for your runtime, build, and packages.",learn and practice,developers with basic programming familiarity,Configuring TypeScript,Configuring TypeScript,Where you are;Mental model;Runtime and tooling reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Configuring TypeScript,"[[""h1"", ""Configuring TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",788,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/tsconfig/,200,9b24503b7440df64c5aea64d3e5833143ba5627b4844173d99b302808b428918,63,False,False,4,0,True,59,72,"no structured data (opportunity, not search requirement)",en,200,"Choose compiler settings for your runtime, build, and packages.",0,0,False,1,200,,,True,Configuring TypeScript · TypeScript Course,42
baseline,https://typescript.robertdevore.com/lessons/values-and-types/,content/lessons/02-values-and-types.md,lessons,Separate runtime values from static types and learn when inference is enough.,learn and practice,developers with basic programming familiarity,JavaScript values & TypeScript types,JavaScript values & TypeScript types,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Common failure modes;Exercise;Checkpoint;Sources;Type explorer,JavaScript values & TypeScript types,"[[""h1"", ""JavaScript values & TypeScript types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",906,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/values-and-types/,200,de597eb618aebf83f8aa97be422e7584de3734177fd2a2084864d4c8e7c981c6,77,False,False,4,0,True,59,74,"no structured data (opportunity, not search requirement)",en,200,Separate runtime values from static types and learn when inference is enough.,0,0,False,2,200,,,True,JavaScript values & TypeScript types · TypeScript Course,56
baseline,https://typescript.robertdevore.com/lessons/async/,content/lessons/21-async.md,lessons,Understand promises and scheduling before modeling concurrent operations.,learn and practice,developers with basic programming familiarity,Async TypeScript & cancellation,Async TypeScript & cancellation,Where you are;JavaScript reality;Mental model;TypeScript model;Working example;Type-checker drill;Runtime drill;Async iteration and streams;Professional pattern;Exercise;Checkpoint;Sources,Async TypeScript & cancellation,"[[""h1"", ""Async TypeScript & cancellation""], [""h2"", ""Where you are""], [""h2"", ""JavaScript reality""], [""h2"", ""Mental model""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Async iteration and streams""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",798,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/async/,200,97d1e74ed5b60854f6e46af12c9128d740e95c409b9c55d2cf546a675c80c2bb,73,False,False,4,0,True,59,73,"no structured data (opportunity, not search requirement)",en,200,Understand promises and scheduling before modeling concurrent operations.,0,0,False,2,200,,,True,Async TypeScript & cancellation · TypeScript Course,51
baseline,https://typescript.robertdevore.com/lessons/setup/,content/lessons/01-setup.md,lessons,"Set up a project, check your code, and run the JavaScript it produces.",learn and practice,developers with basic programming familiarity,Modern TypeScript setup,Modern TypeScript setup,Where you are;Why this matters;Mental model;JavaScript reality;Install a local toolchain;Working example;Type-checker drill;Runtime drill;TypeScript 7 and development workflows;Professional pattern;Exercise;Checkpoint;Sources,Modern TypeScript setup,"[[""h1"", ""Modern TypeScript setup""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""Install a local toolchain""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""TypeScript 7 and development workflows""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",1026,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/setup/,200,28692d100f16dc4bb69f269844d946131b21fbe2537b254aa5b264d7ffd3b0dc,70,False,False,5,0,True,60,73,"no structured data (opportunity, not search requirement)",en,200,"Set up a project, check your code, and run the JavaScript it produces.",0,0,False,1,200,,,True,Modern TypeScript setup · TypeScript Course,43
baseline,https://typescript.robertdevore.com/lessons/shipping/,content/lessons/36-shipping.md,lessons,Build reproducible releases and check that upgrades preserve your public APIs.,learn and practice,developers with basic programming familiarity,Shipping & maintaining TypeScript,Shipping & maintaining TypeScript,Where you are;Mental model;Runtime and tooling reality;TypeScript model;Working example;Type-checker drill;Release procedure;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Shipping & maintaining TypeScript,"[[""h1"", ""Shipping & maintaining TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Release procedure""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",787,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/shipping/,200,d18eef0bb615d7bcd70b6a775c8e505422e1c2674bfff7882551667735dc9838,78,False,False,5,0,True,58,74,"no structured data (opportunity, not search requirement)",en,200,Build reproducible releases and check that upgrades preserve your public APIs.,0,0,False,2,200,,,True,Shipping & maintaining TypeScript · TypeScript Course,53
baseline,https://typescript.robertdevore.com/lessons/workspaces/,content/lessons/29-workspaces.md,lessons,Organize packages and builds so dependencies stay clear as the repository grows.,learn and practice,developers with basic programming familiarity,Workspaces & project boundaries,Workspaces & project boundaries,Where you are;Mental model;JavaScript and package reality;TypeScript model;Working example;Reference layout;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Workspaces & project boundaries,"[[""h1"", ""Workspaces & project boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and package reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Reference layout""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",746,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/workspaces/,200,39da1a3715f3a0c7d4831b030dd07beb5760f0e91a1e9ab9cdc351369346f447,80,False,False,5,0,True,59,73,"no structured data (opportunity, not search requirement)",en,200,Organize packages and builds so dependencies stay clear as the repository grows.,0,0,False,2,200,,,True,Workspaces & project boundaries · TypeScript Course,51
baseline,https://typescript.robertdevore.com/lessons/testing/,content/lessons/23-testing.md,lessons,"Test runtime behavior, inferred types, rejected inputs, and integrations.",learn and practice,developers with basic programming familiarity,Runtime tests & type tests,Runtime tests & type tests,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Runtime tests & type tests,"[[""h1"", ""Runtime tests & type tests""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",745,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/testing/,200,5274ebfa0fc01586009b39f58054f0a4cb7ba70942c8a15240a5caa00e805332,73,False,False,4,0,True,58,72,"no structured data (opportunity, not search requirement)",en,200,"Test runtime behavior, inferred types, rejected inputs, and integrations.",0,0,False,2,200,,,True,Runtime tests & type tests · TypeScript Course,46
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,content/lessons/04-objects-arrays-tuples.md,lessons,"Describe objects and collections, and understand how mutation affects them.",learn and practice,developers with basic programming familiarity,"Objects, arrays & tuples","Objects, arrays & tuples",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"Objects, arrays & tuples","[[""h1"", ""Objects, arrays & tuples""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",787,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,200,548ccbb502029be262f005d4c5bc0a6bf5526cbf318dc3f7a7eb9fc33ba0dc3b,75,False,False,4,0,True,58,72,"no structured data (opportunity, not search requirement)",en,200,"Describe objects and collections, and understand how mutation affects them.",0,0,False,2,200,,,True,"Objects, arrays & tuples · TypeScript Course",44
baseline,https://typescript.robertdevore.com/lessons/architecture/,content/lessons/34-architecture.md,lessons,"Separate domain rules, application services, and adapters with clear dependencies.",learn and practice,developers with basic programming familiarity,Architecture for large TypeScript systems,Architecture for large TypeScript systems,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Architecture for large TypeScript systems,"[[""h1"", ""Architecture for large TypeScript systems""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",838,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/architecture/,200,648d945cbc8484c49c72c8e3dc696b7d82e90d7dbb28feba45cb506101d99564,82,False,False,4,0,True,58,72,"no structured data (opportunity, not search requirement)",en,200,"Separate domain rules, application services, and adapters with clear dependencies.",0,0,False,2,200,,,True,Architecture for large TypeScript systems · TypeScript Course,61
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,content/lessons/33-runtime-safety.md,lessons,Learn where static checks fall short and which runtime checks you still need.,learn and practice,developers with basic programming familiarity,Type safety versus runtime safety,Type safety versus runtime safety,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Type safety versus runtime safety,"[[""h1"", ""Type safety versus runtime safety""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",696,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/runtime-safety/,200,e3472366c9854a3cf8f33d7943e6576214aea6036b8111ff1e697f4c8557c5e7,77,False,False,5,0,True,58,72,"no structured data (opportunity, not search requirement)",en,200,Learn where static checks fall short and which runtime checks you still need.,0,0,False,2,200,,,True,Type safety versus runtime safety · TypeScript Course,53
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,content/lessons/08-structural-typing.md,lessons,Understand why object types are compatible and when excess property checks apply.,learn and practice,developers with basic programming familiarity,Structural typing & assignability,Structural typing & assignability,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Structural typing & assignability,"[[""h1"", ""Structural typing & assignability""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",737,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/structural-typing/,200,f61db76be4ee267ad4af831c108c897e6d7f0e74707a28862e99d33a666fb6c4,81,False,False,4,0,True,60,72,"no structured data (opportunity, not search requirement)",en,200,Understand why object types are compatible and when excess property checks apply.,0,0,False,1,200,,,True,Structural typing & assignability · TypeScript Course,53
baseline,https://typescript.robertdevore.com/lessons/node-application/,content/lessons/25-node-application.md,lessons,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",learn and practice,developers with basic programming familiarity,Building a Node.js application,Building a Node.js application,Where you are;Mental model;JavaScript and Node reality;TypeScript model;Working example;Type-checker drill;Classes at an adapter boundary;Application lab;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Building a Node.js application,"[[""h1"", ""Building a Node.js application""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and Node reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Classes at an adapter boundary""], [""h2"", ""Application lab""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",924,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/node-application/,200,222ef0dbcfc69bf80918e2e14080b7f981f0f3641f791d796178b58c8e6d607b,81,False,False,5,0,True,60,75,"no structured data (opportunity, not search requirement)",en,200,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",0,0,False,2,200,,,True,Building a Node.js application · TypeScript Course,50
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,content/lessons/16-exhaustiveness.md,lessons,Describe valid states and catch missing cases when they change.,learn and practice,developers with basic programming familiarity,Discriminated unions & exhaustiveness,Discriminated unions & exhaustiveness,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Discriminated unions & exhaustiveness,"[[""h1"", ""Discriminated unions & exhaustiveness""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",734,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/exhaustiveness/,200,27375e678ecea15290c3a4fd4793add8413016cb1ed7f112b15b0999d0c6dbd0,63,False,False,3,0,True,57,72,"no structured data (opportunity, not search requirement)",en,200,Describe valid states and catch missing cases when they change.,0,0,False,2,200,,,True,Discriminated unions & exhaustiveness · TypeScript Course,57
baseline,https://typescript.robertdevore.com/lessons/functions/,content/lessons/03-functions.md,lessons,Write functions and callbacks with clear inputs and return types.,learn and practice,developers with basic programming familiarity,Functions & callbacks,Functions & callbacks,Where you are;Why this matters;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Common failure modes;Exercise;Checkpoint;Sources,Functions & callbacks,"[[""h1"", ""Functions & callbacks""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",885,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/functions/,200,15d43710452873e75093ac8e8d683328bd486f2870168ff3205869fb217279b8,65,False,False,4,0,True,57,73,"no structured data (opportunity, not search requirement)",en,200,Write functions and callbacks with clear inputs and return types.,0,0,False,2,200,,,True,Functions & callbacks · TypeScript Course,41
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,content/lessons/07-errors-and-null.md,lessons,Handle missing values and errors with exceptions and result types.,learn and practice,developers with basic programming familiarity,Errors & nullable values,Errors & nullable values,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Errors & nullable values,"[[""h1"", ""Errors & nullable values""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",783,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/errors-and-null/,200,03b9f39aa560d79354bf3756b9494c100b4074945856c45fdf15976d55b7e271,66,False,False,4,0,True,57,73,"no structured data (opportunity, not search requirement)",en,200,Handle missing values and errors with exceptions and result types.,0,0,False,2,200,,,True,Errors & nullable values · TypeScript Course,44
baseline,https://typescript.robertdevore.com/lessons/narrowing/,content/lessons/05-narrowing.md,lessons,Use runtime evidence and control flow to make union types useful.,learn and practice,developers with basic programming familiarity,"Unions, literals & narrowing","Unions, literals & narrowing",Where you are;Why this matters;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"Unions, literals & narrowing","[[""h1"", ""Unions, literals & narrowing""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",881,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/narrowing/,200,fd8bc69a6fe5f8ef7b13afe86febfc166c4575b62e27c9cf2142a4666815be56,65,False,False,4,0,True,58,73,"no structured data (opportunity, not search requirement)",en,200,Use runtime evidence and control flow to make union types useful.,0,0,False,2,200,,,True,"Unions, literals & narrowing · TypeScript Course",48
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,content/lessons/32-advanced-design.md,lessons,"Use brands, builders, recursion, and type-state when they make an API easier to use.",learn and practice,developers with basic programming familiarity,Practical advanced types,Practical advanced types,Where you are;Mental model;JavaScript reality: classes and prototypes;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Practical advanced types,"[[""h1"", ""Practical advanced types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality: classes and prototypes""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",867,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/advanced-design/,200,af5778a56f67178b7d70d8ea7bc3cfbc5adfa811dc11f095a37819c2a09bf790,84,False,False,5,0,True,60,72,"no structured data (opportunity, not search requirement)",en,200,"Use brands, builders, recursion, and type-state when they make an API easier to use.",0,0,False,1,200,,,True,Practical advanced types · TypeScript Course,44
baseline,https://typescript.robertdevore.com/lessons/performance/,content/lessons/30-performance.md,lessons,Find what slows the compiler or editor before changing your types.,learn and practice,developers with basic programming familiarity,Compiler & editor performance,Compiler & editor performance,Where you are;Mental model;Runtime and tooling reality;TypeScript model;Working example;Measurement lab;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Compiler & editor performance,"[[""h1"", ""Compiler & editor performance""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Measurement lab""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",745,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,False,0,0,https://typescript.robertdevore.com/lessons/performance/,200,68f6066256e83e785e698779d419511f07ceb37e53dac7f89a64950f725f8e76,66,False,False,4,0,True,59,73,"no structured data (opportunity, not search requirement)",en,200,Find what slows the compiler or editor before changing your types.,0,0,False,2,200,,,True,Compiler & editor performance · TypeScript Course,49
