phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,duplicate_title,duplicate_description,issues,breadcrumbs,broken_external_links,broken_internal_links,canonical_target_status,content_hash,external_outbound_links,h1,heading_structure,image_count,indexable,internal_inbound_links,internal_outbound_links,local_status,missing_alt,missing_dimensions,modified_date,orphan,page_depth,production_status,published_date,schema_types,sitemap_included,word_count
baseline,https://typescript.robertdevore.com/lessons/values-and-types/,content/lessons/02-values-and-types.md,lessons,JavaScript values & TypeScript types · TypeScript Course,56,Separate runtime values from static types and learn when inference is enough.,77,https://typescript.robertdevore.com/lessons/values-and-types/,,en,,JavaScript values & TypeScript types · TypeScript Course,Separate runtime values from static types and learn when inference is enough.,https://typescript.robertdevore.com/lessons/values-and-types/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,de597eb618aebf83f8aa97be422e7584de3734177fd2a2084864d4c8e7c981c6,4,JavaScript values & TypeScript types,"[[""h1"", ""JavaScript values & TypeScript types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,59,74,200,0,0,,False,2,200,,,True,906
baseline,https://typescript.robertdevore.com/lessons/async/,content/lessons/21-async.md,lessons,Async TypeScript & cancellation · TypeScript Course,51,Understand promises and scheduling before modeling concurrent operations.,73,https://typescript.robertdevore.com/lessons/async/,,en,,Async TypeScript & cancellation · TypeScript Course,Understand promises and scheduling before modeling concurrent operations.,https://typescript.robertdevore.com/lessons/async/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,97d1e74ed5b60854f6e46af12c9128d740e95c409b9c55d2cf546a675c80c2bb,4,Async TypeScript & cancellation,"[[""h1"", ""Async TypeScript & cancellation""], [""h2"", ""Where you are""], [""h2"", ""JavaScript reality""], [""h2"", ""Mental model""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Async iteration and streams""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,73,200,0,0,,False,2,200,,,True,798
baseline,https://typescript.robertdevore.com/lessons/setup/,content/lessons/01-setup.md,lessons,Modern TypeScript setup · TypeScript Course,43,"Set up a project, check your code, and run the JavaScript it produces.",70,https://typescript.robertdevore.com/lessons/setup/,,en,,Modern TypeScript setup · TypeScript Course,"Set up a project, check your code, and run the JavaScript it produces.",https://typescript.robertdevore.com/lessons/setup/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,28692d100f16dc4bb69f269844d946131b21fbe2537b254aa5b264d7ffd3b0dc,5,Modern TypeScript setup,"[[""h1"", ""Modern TypeScript setup""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""Install a local toolchain""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""TypeScript 7 and development workflows""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,73,200,0,0,,False,1,200,,,True,1026
baseline,https://typescript.robertdevore.com/lessons/shipping/,content/lessons/36-shipping.md,lessons,Shipping & maintaining TypeScript · TypeScript Course,53,Build reproducible releases and check that upgrades preserve your public APIs.,78,https://typescript.robertdevore.com/lessons/shipping/,,en,,Shipping & maintaining TypeScript · TypeScript Course,Build reproducible releases and check that upgrades preserve your public APIs.,https://typescript.robertdevore.com/lessons/shipping/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,d18eef0bb615d7bcd70b6a775c8e505422e1c2674bfff7882551667735dc9838,5,Shipping & maintaining TypeScript,"[[""h1"", ""Shipping & maintaining TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Release procedure""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,74,200,0,0,,False,2,200,,,True,787
baseline,https://typescript.robertdevore.com/lessons/workspaces/,content/lessons/29-workspaces.md,lessons,Workspaces & project boundaries · TypeScript Course,51,Organize packages and builds so dependencies stay clear as the repository grows.,80,https://typescript.robertdevore.com/lessons/workspaces/,,en,,Workspaces & project boundaries · TypeScript Course,Organize packages and builds so dependencies stay clear as the repository grows.,https://typescript.robertdevore.com/lessons/workspaces/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,39da1a3715f3a0c7d4831b030dd07beb5760f0e91a1e9ab9cdc351369346f447,5,Workspaces & project boundaries,"[[""h1"", ""Workspaces & project boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and package reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Reference layout""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,73,200,0,0,,False,2,200,,,True,746
baseline,https://typescript.robertdevore.com/lessons/testing/,content/lessons/23-testing.md,lessons,Runtime tests & type tests · TypeScript Course,46,"Test runtime behavior, inferred types, rejected inputs, and integrations.",73,https://typescript.robertdevore.com/lessons/testing/,,en,,Runtime tests & type tests · TypeScript Course,"Test runtime behavior, inferred types, rejected inputs, and integrations.",https://typescript.robertdevore.com/lessons/testing/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,5274ebfa0fc01586009b39f58054f0a4cb7ba70942c8a15240a5caa00e805332,4,Runtime tests & type tests,"[[""h1"", ""Runtime tests & type tests""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,72,200,0,0,,False,2,200,,,True,745
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,content/lessons/04-objects-arrays-tuples.md,lessons,"Objects, arrays & tuples · TypeScript Course",44,"Describe objects and collections, and understand how mutation affects them.",75,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,,en,,"Objects, arrays & tuples · TypeScript Course","Describe objects and collections, and understand how mutation affects them.",https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,548ccbb502029be262f005d4c5bc0a6bf5526cbf318dc3f7a7eb9fc33ba0dc3b,4,"Objects, arrays & tuples","[[""h1"", ""Objects, arrays & tuples""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,72,200,0,0,,False,2,200,,,True,787
baseline,https://typescript.robertdevore.com/lessons/architecture/,content/lessons/34-architecture.md,lessons,Architecture for large TypeScript systems · TypeScript Course,61,"Separate domain rules, application services, and adapters with clear dependencies.",82,https://typescript.robertdevore.com/lessons/architecture/,,en,,Architecture for large TypeScript systems · TypeScript Course,"Separate domain rules, application services, and adapters with clear dependencies.",https://typescript.robertdevore.com/lessons/architecture/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,648d945cbc8484c49c72c8e3dc696b7d82e90d7dbb28feba45cb506101d99564,4,Architecture for large TypeScript systems,"[[""h1"", ""Architecture for large TypeScript systems""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,72,200,0,0,,False,2,200,,,True,838
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,content/lessons/33-runtime-safety.md,lessons,Type safety versus runtime safety · TypeScript Course,53,Learn where static checks fall short and which runtime checks you still need.,77,https://typescript.robertdevore.com/lessons/runtime-safety/,,en,,Type safety versus runtime safety · TypeScript Course,Learn where static checks fall short and which runtime checks you still need.,https://typescript.robertdevore.com/lessons/runtime-safety/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,e3472366c9854a3cf8f33d7943e6576214aea6036b8111ff1e697f4c8557c5e7,5,Type safety versus runtime safety,"[[""h1"", ""Type safety versus runtime safety""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,72,200,0,0,,False,2,200,,,True,696
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,content/lessons/08-structural-typing.md,lessons,Structural typing & assignability · TypeScript Course,53,Understand why object types are compatible and when excess property checks apply.,81,https://typescript.robertdevore.com/lessons/structural-typing/,,en,,Structural typing & assignability · TypeScript Course,Understand why object types are compatible and when excess property checks apply.,https://typescript.robertdevore.com/lessons/structural-typing/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,f61db76be4ee267ad4af831c108c897e6d7f0e74707a28862e99d33a666fb6c4,4,Structural typing & assignability,"[[""h1"", ""Structural typing & assignability""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,72,200,0,0,,False,1,200,,,True,737
baseline,https://typescript.robertdevore.com/lessons/node-application/,content/lessons/25-node-application.md,lessons,Building a Node.js application · TypeScript Course,50,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",81,https://typescript.robertdevore.com/lessons/node-application/,,en,,Building a Node.js application · TypeScript Course,"Build a Node.js app with configuration, files, HTTP, logs, and graceful shutdown.",https://typescript.robertdevore.com/lessons/node-application/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,222ef0dbcfc69bf80918e2e14080b7f981f0f3641f791d796178b58c8e6d607b,5,Building a Node.js application,"[[""h1"", ""Building a Node.js application""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and Node reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Classes at an adapter boundary""], [""h2"", ""Application lab""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,75,200,0,0,,False,2,200,,,True,924
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,content/lessons/16-exhaustiveness.md,lessons,Discriminated unions & exhaustiveness · TypeScript Course,57,Describe valid states and catch missing cases when they change.,63,https://typescript.robertdevore.com/lessons/exhaustiveness/,,en,,Discriminated unions & exhaustiveness · TypeScript Course,Describe valid states and catch missing cases when they change.,https://typescript.robertdevore.com/lessons/exhaustiveness/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,27375e678ecea15290c3a4fd4793add8413016cb1ed7f112b15b0999d0c6dbd0,3,Discriminated unions & exhaustiveness,"[[""h1"", ""Discriminated unions & exhaustiveness""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,72,200,0,0,,False,2,200,,,True,734
baseline,https://typescript.robertdevore.com/lessons/functions/,content/lessons/03-functions.md,lessons,Functions & callbacks · TypeScript Course,41,Write functions and callbacks with clear inputs and return types.,65,https://typescript.robertdevore.com/lessons/functions/,,en,,Functions & callbacks · TypeScript Course,Write functions and callbacks with clear inputs and return types.,https://typescript.robertdevore.com/lessons/functions/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,15d43710452873e75093ac8e8d683328bd486f2870168ff3205869fb217279b8,4,Functions & callbacks,"[[""h1"", ""Functions & callbacks""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,73,200,0,0,,False,2,200,,,True,885
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,content/lessons/07-errors-and-null.md,lessons,Errors & nullable values · TypeScript Course,44,Handle missing values and errors with exceptions and result types.,66,https://typescript.robertdevore.com/lessons/errors-and-null/,,en,,Errors & nullable values · TypeScript Course,Handle missing values and errors with exceptions and result types.,https://typescript.robertdevore.com/lessons/errors-and-null/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,03b9f39aa560d79354bf3756b9494c100b4074945856c45fdf15976d55b7e271,4,Errors & nullable values,"[[""h1"", ""Errors & nullable values""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,73,200,0,0,,False,2,200,,,True,783
baseline,https://typescript.robertdevore.com/lessons/narrowing/,content/lessons/05-narrowing.md,lessons,"Unions, literals & narrowing · TypeScript Course",48,Use runtime evidence and control flow to make union types useful.,65,https://typescript.robertdevore.com/lessons/narrowing/,,en,,"Unions, literals & narrowing · TypeScript Course",Use runtime evidence and control flow to make union types useful.,https://typescript.robertdevore.com/lessons/narrowing/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,fd8bc69a6fe5f8ef7b13afe86febfc166c4575b62e27c9cf2142a4666815be56,4,"Unions, literals & narrowing","[[""h1"", ""Unions, literals & narrowing""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,73,200,0,0,,False,2,200,,,True,881
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,content/lessons/32-advanced-design.md,lessons,Practical advanced types · TypeScript Course,44,"Use brands, builders, recursion, and type-state when they make an API easier to use.",84,https://typescript.robertdevore.com/lessons/advanced-design/,,en,,Practical advanced types · TypeScript Course,"Use brands, builders, recursion, and type-state when they make an API easier to use.",https://typescript.robertdevore.com/lessons/advanced-design/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,af5778a56f67178b7d70d8ea7bc3cfbc5adfa811dc11f095a37819c2a09bf790,5,Practical advanced types,"[[""h1"", ""Practical advanced types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality: classes and prototypes""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,60,72,200,0,0,,False,1,200,,,True,867
baseline,https://typescript.robertdevore.com/lessons/performance/,content/lessons/30-performance.md,lessons,Compiler & editor performance · TypeScript Course,49,Find what slows the compiler or editor before changing your types.,66,https://typescript.robertdevore.com/lessons/performance/,,en,,Compiler & editor performance · TypeScript Course,Find what slows the compiler or editor before changing your types.,https://typescript.robertdevore.com/lessons/performance/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,68f6066256e83e785e698779d419511f07ceb37e53dac7f89a64950f725f8e76,4,Compiler & editor performance,"[[""h1"", ""Compiler & editor performance""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Measurement lab""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,59,73,200,0,0,,False,2,200,,,True,745
baseline,https://typescript.robertdevore.com/lessons/modules/,content/lessons/19-modules.md,lessons,"ESM, CommonJS & module resolution · TypeScript Course",53,Follow an import from TypeScript source to the code your runtime loads.,71,https://typescript.robertdevore.com/lessons/modules/,,en,,"ESM, CommonJS & module resolution · TypeScript Course",Follow an import from TypeScript source to the code your runtime loads.,https://typescript.robertdevore.com/lessons/modules/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,1961c5b55bfb7f326b805a4c7e6734246103fd9c2b45f27d7295d513cf267aef,5,"ESM, CommonJS & module resolution","[[""h1"", ""ESM, CommonJS & module resolution""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Package map exercise""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,72,200,0,0,,False,2,200,,,True,846
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,content/lessons/12-keyof-typeof-indexed-access.md,lessons,"keyof, typeof & indexed access · TypeScript Course",50,Keep property names and their values connected in reusable APIs.,64,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,,en,,"keyof, typeof & indexed access · TypeScript Course",Keep property names and their values connected in reusable APIs.,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,ed4024289a01a70dbbf9c37d245e4917cf29222704bdc58d3376ad65e2a604b1,5,"keyof, typeof & indexed access","[[""h1"", ""keyof, typeof & indexed access""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,True,58,73,200,0,0,,False,2,200,,,True,761
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,content/lessons/24-static-analysis.md,lessons,"Linting, formatting & static analysis · TypeScript Course",57,"Understand what the compiler, linter, formatter, and tests each check.",70,https://typescript.robertdevore.com/lessons/static-analysis/,,en,,"Linting, formatting & static analysis · TypeScript Course","Understand what the compiler, linter, formatter, and tests each check.",https://typescript.robertdevore.com/lessons/static-analysis/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,5e48f47f274f989a01509e97d7009b64944ebaaece86ca38ad2b38f649c52c6e,5,"Linting, formatting & static analysis","[[""h1"", ""Linting, formatting & static analysis""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""A small workflow""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,73,200,0,0,,False,2,200,,,True,719
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,content/lessons/14-conditional-types.md,lessons,Conditional types & infer · TypeScript Course,45,"Use conditional types and infer, and learn when unions distribute.",66,https://typescript.robertdevore.com/lessons/conditional-types/,,en,,Conditional types & infer · TypeScript Course,"Use conditional types and infer, and learn when unions distribute.",https://typescript.robertdevore.com/lessons/conditional-types/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,b48f5cb86954d3429e70b78fe6d6734ef2161accc076424c9616e17aea0c9e53,4,Conditional types & infer,"[[""h1"", ""Conditional types & infer""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,58,72,200,0,0,,False,2,200,,,True,802
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,content/lessons/09-any-unknown-never-void.md,lessons,"any, unknown, never & void · TypeScript Course",46,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",101,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,,en,,"any, unknown, never & void · TypeScript Course","Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",https://typescript.robertdevore.com/lessons/any-unknown-never-void/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,33064e16eb939f1b3a5f140d57618a6f3ed7c0ad542b29fba6d1cba34dc1612f,4,"any, unknown, never & void","[[""h1"", ""any, unknown, never & void""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,True,57,72,200,0,0,,False,2,200,,,True,762
baseline,https://typescript.robertdevore.com/reference/,scripts/build.mjs,reference,TypeScript reference · TypeScript Course,40,"Find TypeScript concepts, common errors, and the lesson that explains them.",75,https://typescript.robertdevore.com/reference/,,en,,TypeScript reference · TypeScript Course,"Find TypeScript concepts, common errors, and the lesson that explains them.",https://typescript.robertdevore.com/reference/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,"no structured data (opportunity, not search requirement)",False,0,0,200,dae52dd2cc538408fed2f743671831a1a7f4e921fccd0dacce1f39ffb08b94a8,2,TypeScript reference,"[[""h1"", ""TypeScript reference""], [""h2"", ""Runtime versus static contracts""], [""h2"", ""Inference and modeling""], [""h2"", ""Applications and libraries""], [""h2"", ""Error-oriented index""]]",0,True,101,62,200,0,0,,False,1,200,,,True,386
baseline,https://typescript.robertdevore.com/404/,scripts/build.mjs,404,Page not found · TypeScript Course,34,Return to the TypeScript course learning path.,46,https://typescript.robertdevore.com/404/,"noindex,follow",en,,Page not found · TypeScript Course,Return to the TypeScript course learning path.,https://typescript.robertdevore.com/404/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,False,0,1,200,9735a21c6ef67bd2666697a745842d353d5c6ab1df9d3dc2d5cfdc8bd8e58c97,2,Page not found.,"[[""h1"", ""Page not found.""]]",0,False,1,19,404,0,0,,True,,200,,,False,18
after,https://typescript.robertdevore.com/,scripts/build.mjs,home,Learn TypeScript. Build apps and libraries. · TypeScript Course,63,"A free, self-guided TypeScript course: 36 lessons, five builds, verified examples, and a production capstone. JavaScript underneath. Types above it.",148,https://typescript.robertdevore.com/,,en,,Learn TypeScript. Build apps and libraries. · TypeScript Course,"A free, self-guided TypeScript course: 36 lessons, five builds, verified examples, and a production capstone. JavaScript underneath. Types above it.",https://typescript.robertdevore.com/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,False,0,0,200,1074ec07885e9297b304e2d857732b5e84cbb36c40e8b956d17a311d5b7cea98,2,Learn TypeScript.Build appsand libraries.,"[[""h1"", ""Learn TypeScript.Build appsand libraries.""], [""h2"", ""Start with the basics.Build at every stage.""], [""h3"", ""Foundations""], [""h3"", ""The type system""], [""h3"", ""Real applications""], [""h3"", ""Libraries & scale""], [""h3"", ""Advanced & production""], [""h2"", ""Types check your code.Validation checks your data.""], [""h2"", ""Build a jobexecution platform.""]]",0,True,194,31,200,0,0,,False,0,200,,WebSite;WebPage,True,348
after,https://typescript.robertdevore.com/research/,scripts/build.mjs,research,Sources & versions · TypeScript Course,38,"The course's verified TypeScript baseline, evidence ledger, and release status.",79,https://typescript.robertdevore.com/research/,,en,,Sources & versions · TypeScript Course,"The course's verified TypeScript baseline, evidence ledger, and release status.",https://typescript.robertdevore.com/research/,website,https://typescript.robertdevore.com/assets/social.png,summary_large_image,False,False,,True,0,0,200,4a85cb8a8743638e76c743ab21710f6c3dcf395cc254282675f1c7df6d5e237f,29,Sources & versions,"[[""h1"", ""Sources & versions""], [""h2"", ""Stable teaching baseline""], [""h2"", ""Authoritative source ledger""], [""h2"", ""Contributor reference lenses""], [""h2"", ""Verification policy""]]",0,True,100,18,200,0,0,,False,1,200,,WebSite;WebPage;BreadcrumbList,True,717
after,https://typescript.robertdevore.com/labs/browser/,labs/browser/index.html,labs,Browser boundary lab · TypeScript Course,40,,0,https://typescript.robertdevore.com/labs/browser/,"noindex,follow",en,,,,,,,,False,False,,False,0,0,200,0b84ff98ed3c6a829232d891198f1c37b92d5b348df68750c74112c88f49dd62,0,Check the actual element.,"[[""h1"", ""Check the actual element.""]]",0,False,1,1,200,0,0,,False,2,200,,,False,42
